id;name;category;description;icon_emoji;parent_domain;keywords;created_at;industry;sector;related_careers;related_job_roles;related_universities;related_skills;related_subjects;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;related_industries;related_sectors;related_courses;related_countries
294fe05c-5828-4235-b65a-988249e1fac9;Electrical Engineering;Engineering;Design and application of electrical systems and equipment;⚡;Engineering;"[""electrical engineering"",""circuits"",""power systems"",""electronics"",""embedded systems""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;Real Estate & Construction;"[""Civil Engineering"",""Electrical Engineering"",""Biomedical Engineering"",""Software Engineering"",""Aerospace Engineering"",""Mechanical Engineering""]";"[""Geotechnical Engineer""]";"[""ETH Zurich"",""NIT Trichy""]";"[""Civil Engineering"",""Prompt Engineering"",""Mechanical Engineering"",""ChatGPT Prompt Engineering""]";"[""Electronics Engineering"",""Ceramic Engineering"",""Chemical Reaction Engineering"",""Electrical Machines"",""Biomedical Engineering"",""Mechanical Engineering"",""Electrical Engineering"",""Software Engineering"",""Civil Engineering"",""Chemical Engineering"",""Aerospace Engineering"",""Industrial Engineering""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Coal Mining"",""Lithium Mining"",""Electric Vehicles"",""Elevator & Escalator"",""Hearing Aids""]";"[""Engineering Education"",""Aerial Imaging""]";"[""Data Engineering with Snowflake"",""Prompt Engineering Professional"",""Prompt Engineering for ChatGPT"",""Engineering Leadership Track"",""Site Reliability Engineering""]";"[""South Korea"",""China"",""Malaysia"",""Romania"",""Japan"",""Thailand"",""Germany"",""Sweden"",""Vietnam"",""Mexico"",""Pakistan"",""Portugal"",""Czech Republic"",""El Salvador"",""Jamaica""]"
275a7206-53a7-40b0-a5cb-6a7859e35ebd;History;Humanities;Study of past events and their impact on civilization;📜;;"[""history"",""civilization"",""events"",""archives"",""research""]";2026-03-09 03:42:40.24542+00;;Event Management;[];[];"[""Boston College"",""Hitotsubashi University"",""Banaras Hindu University""]";"[""UX Design""]";"[""History"",""Architectural History"",""Dance History"",""Australian History"",""Buddhist Philosophy""]";Medium;$75,000;Steady;"[""organization"",""analytical"",""empathy"",""creativity"",""communication""]";"[""events"",""research"",""education"",""technology"",""teaching""]";"[""USA"",""Canada"",""Australia"",""UK"",""India"",""Germany""]";;"[""Event Management"",""Market Research"",""Higher Education""]";"[""Modern World History""]";"[""Afghanistan"",""Estonia""]"
5b06b50e-918e-40f5-8977-7bea9b0d5a27;Human-Computer Interaction;Technology;Study of how people interact with computers and technology;🖱️;;"[""HCI"",""interaction design"",""usability"",""accessibility""]";2026-03-09 03:42:40.24542+00;Information Technology;;[];[];"[""Indian School of Business""]";"[""Diffusion Models"",""Containerization""]";[];High;$110,000;Steady;"[""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning"",""Technical Aptitude""]";"[""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""food""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";"[""Information Technology"",""Internet of Things"",""E-commerce Marketplaces""]";;"[""Notion Productivity OS""]";"[""Congo""]"
e31c39e1-cb05-41e0-9b87-f0e69d49c772;Construction Management;Engineering;Planning, coordinating, and controlling construction projects;🏗️;Civil Engineering;"[""construction"",""project management"",""building"",""site management""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;Real Estate & Construction;[];"[""Construction Manager""]";[];[];"[""Construction Law""]";High;$75,000;Steady;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""service"",""precision"",""creativity"",""Creativity"",""Attention to Detail"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Leadership"",""Organization"",""Technical Aptitude""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""policy"",""aviation"",""making"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""environment"",""energy"",""Environment"",""Sustainability"",""beauty""]";"[""USA"",""India"",""UK"",""Australia"",""Germany"",""Canada""]";"[""Manufacturing & Industrial"",""Construction & Real Estate"",""Construction"",""Construction Equipment"",""Modular Construction"",""Iron & Steel"",""Cement & Concrete""]";"[""Real Estate & Construction"",""Construction Tech""]";"[""Introduction to Project Management"",""Google Project Management Certificate"",""PMP Certification Prep""]";
66f2edfb-9e8a-47e4-8105-cbc9ad1e8b44;Neuroscience;Science & Nature;Study of the nervous system and brain;🧠;Biology;"[""neuroscience"",""brain"",""cognitive science"",""neuropsychology"",""neurology""]";2026-03-09 03:31:51.075961+00;Manufacturing & Industrial;;[];[];"[""Jawaharlal Nehru University"",""Central European University""]";[];"[""Neuroscience"",""Cognitive Neuroscience""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial""]";;"[""Neural Networks from Scratch""]";
b3c5d21d-2e35-47a4-9c32-992a5aa60553;Petroleum Geology;Science & Nature;Study of geological formations containing oil and gas;🛢️;;"[""petroleum geology"",""oil"",""gas"",""reservoirs""]";2026-03-09 03:42:40.643507+00;Manufacturing & Industrial;Mining & Resources;"[""Geologist"",""Hydrologist""]";"[""Petroleum Engineer"",""Geologist"",""Hydrologist"",""Geophysicist""]";[];"[""AutoCAD""]";[];High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Oil & Gas"",""Energy & Utilities"",""Geothermal Energy"",""Energy Storage"",""Renewable Energy""]";"[""Wind Energy"",""Solar Energy"",""Energy Storage"",""Energy & Utilities"",""Energy Efficiency""]";"[""Renewable Energy Specialization"",""The Business of Renewable Energy"",""Introduction to Sustainability""]";
112f47ff-99c4-4f94-894f-16cc411ea6a0;Zoology;Science & Nature;Study of animals and animal life;🦁;;"[""zoology"",""animals"",""biology"",""wildlife"",""ecology""]";2026-03-09 03:42:40.94683+00;Manufacturing & Industrial;Veterinary & Animal Care;[];[];[];[];"[""Zoology"",""Ecology"",""Cosmology""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Manufacturing & Industrial""]";"[""Veterinary & Animal Care"",""Cardiology""]";[];
19406f81-b014-436d-a3ca-49e65e2e82fe;Apiculture;Agriculture;Beekeeping and honey production;🐝;;"[""beekeeping"",""honey"",""pollination"",""agriculture""]";2026-04-06 06:53:11.32923+00;Agriculture & Agritech;Agriculture & Food;[];[];[];[];[];High;$60,000;Strong Growth;"[""patience""]";"[""nature"",""food""]";"[""USA"",""Germany"",""UK"",""Canada"",""India"",""Australia""]";"[""Agriculture & Agritech"",""Agribusiness"",""Agritech"",""Agriculture & Farming""]";"[""Agriculture & Food"",""Floriculture""]";[];
9125f95b-d12c-4178-9298-a5507fac648d;Pathology;Healthcare;Study of the causes and effects of diseases;🔬;;"[""pathology"",""disease"",""diagnosis"",""laboratory""]";2026-03-09 03:42:40.643507+00;Healthcare & Life Sciences;Clinical Medicine;[];[];[];[];"[""Clinical Pathology""]";High;$70,000;Rapid Growth;"[""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""health"",""medicine"",""biology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";"[""Healthcare & Life Sciences"",""Dermatology""]";"[""Clinical Medicine""]";[];
63d74937-331c-4dbd-ac60-6054eab35457;Food Technology;Engineering;Application of food science to processing and preservation;🍽️;;"[""food technology"",""processing"",""preservation"",""safety""]";2026-03-09 03:42:40.24542+00;Manufacturing & Industrial;Food Technology;"[""Food Scientist""]";[];"[""Institut Polytechnique de Paris""]";"[""Rust""]";"[""Educational Technology""]";High;$65K-$130K;Essential infrastructure demand;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany""]";"[""Manufacturing & Industrial"",""Agritech""]";"[""Food Tech"",""Information Technology"",""Agriculture & Food"",""Sports Technology"",""Assistive Technology"",""Food Technology"",""Education Technology""]";"[""Stanford Introduction to Food and Health""]";
ac6eb44f-8d6b-4a9a-b3da-0f27aaed0233;Real Estate;Business;Buying, selling, and managing property and land;🏘️;;"[""real estate"",""property management"",""commercial real estate"",""REIT"",""real estate development""]";2026-03-09 03:31:51.075961+00;Banking & Financial Services;Property Development;"[""Real Estate""]";"[""Real Estate Agent""]";"[""Narsee Monjee Institute"",""Case Western Reserve University"",""Oregon State University""]";[];[];High;$80,000;Stable;"[""negotiation"",""Leadership"",""Organization"",""Attention to Detail"",""planning"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""analytical"",""Numeracy"",""service"",""precision"",""problem-solving"",""Collaboration""]";"[""property"",""Business"",""Management"",""Productivity"",""Data"",""engineering"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""technology"",""Technology"",""Cloud Computing"",""IT"",""finance"",""Finance"",""Accounting"",""Numbers"",""policy"",""risk"",""law""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";"[""Real Estate"",""Construction & Real Estate"",""Banking & Financial Services"",""Commercial Real Estate"",""Office Real Estate"",""Retail & E-commerce"",""Architectural Services"",""Elevator & Escalator""]";"[""Property Development"",""Real Estate & Construction""]";[];"[""Côte d'Ivoire"",""Dominican Republic"",""Eritrea""]"
b26a2e83-3339-4cf2-b7aa-646e77749a86;Mining Engineering;Engineering;Extraction of minerals from the earth;⛏️;;"[""mining"",""minerals"",""extraction"",""geology""]";2026-03-09 03:42:40.643507+00;Manufacturing & Industrial;Mining & Resources;[];"[""MLOps Engineer""]";"[""Politecnico di Milano""]";[];"[""Earth Sciences""]";High;$65K-$130K;Stable;"[""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills""]";"[""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""music"",""arts"",""film"",""environment"",""energy"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""India"",""Germany"",""Canada""]";"[""Manufacturing & Industrial"",""Mining & Metals"",""Coal Mining"",""Mining Equipment"",""Lithium Mining""]";"[""Mining & Resources""]";[];"[""Chile"",""Ghana"",""Kazakhstan"",""Brazil"",""South Africa"",""Peru"",""Indonesia"",""Australia"",""Colombia"",""Guinea""]"
